Date, Cumulative kWh, Delta +kWh, Days +kWh, Weeks +kWh, Months +kWh, Years +kWh
2023-01-17 11:00, 630.96, 0.00,  0.28,  1.09,  11.97,  11.97
2023-01-17 12:00, 631.03, 0.07,  0.35,  1.16,  12.04,  12.04
2023-01-17 13:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 14:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 15:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 16:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 17:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 18:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 19:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 20:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 21:00, 631.03, 0.00,  0.35,  1.16,  12.04,  12.04
2023-01-17 22:00, 631.35, 0.32,  0.67,  1.48,  12.36,  12.36
2023-01-17 23:00, 631.35, 0.00,  0.67,  1.48,  12.36,  12.36
2023-01-18 00:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 01:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 02:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 03:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 04:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 05:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 06:00, 631.35, 0.00,  0.00,  1.48,  12.36,  12.36
2023-01-18 07:00, 631.72, 0.37,  0.37,  1.85,  12.73,  12.73
2023-01-18 08:00, 631.79, 0.07,  0.44,  1.92,  12.80,  12.80
2023-01-18 09:00, 631.90, 0.11,  0.55,  2.03,  12.91,  12.91
2023-01-18 10:00, 631.90, 0.00,  0.55,  2.03,  12.91,  12.91
2023-01-18 11:00, 631.90, 0.00,  0.55,  2.03,  12.91,  12.91
2023-01-18 12:00, 631.92, 0.02,  0.57,  2.05,  12.93,  12.93
2023-01-18 13:00, 631.92, 0.00,  0.57,  2.05,  12.93,  12.93
2023-01-18 14:00, 632.18, 0.26,  0.83,  2.31,  13.19,  13.19
2023-01-18 15:00, 632.26, 0.08,  0.91,  2.39,  13.27,  13.27
2023-01-18 16:00, 632.47, 0.21,  1.12,  2.60,  13.48,  13.48
2023-01-18 17:00, 632.57, 0.10,  1.22,  2.70,  13.58,  13.58
2023-01-18 18:00, 632.57, 0.00,  1.22,  2.70,  13.58,  13.58
2023-01-18 19:00, 632.57, 0.00,  1.22,  2.70,  13.58,  13.58
2023-01-18 20:00, 632.57, 0.00,  1.22,  2.70,  13.58,  13.58
2023-01-18 21:00, 632.57, 0.00,  1.22,  2.70,  13.58,  13.58
2023-01-18 22:00, 632.70, 0.13,  1.35,  2.83,  13.71,  13.71
2023-01-18 23:00, 632.97, 0.27,  1.62,  3.10,  13.98,  13.98
2023-01-19 00:00, 632.97, 0.00,  0.00,  3.10,  13.98,  13.98
2023-01-19 01:00, 632.97, 0.00,  0.00,  3.10,  13.98,  13.98
2023-01-19 02:00, 632.97, 0.00,  0.00,  3.10,  13.98,  13.98
2023-01-19 03:00, 632.98, 0.01,  0.01,  3.11,  13.99,  13.99
2023-01-19 04:00, 632.98, 0.00,  0.01,  3.11,  13.99,  13.99
2023-01-19 05:00, 632.98, 0.00,  0.01,  3.11,  13.99,  13.99
2023-01-19 06:00, 632.98, 0.00,  0.01,  3.11,  13.99,  13.99
2023-01-19 07:00, 633.20, 0.22,  0.23,  3.33,  14.21,  14.21
2023-01-19 08:00, 633.20, 0.00,  0.23,  3.33,  14.21,  14.21
2023-01-19 09:00, 633.41, 0.21,  0.44,  3.54,  14.42,  14.42
2023-01-19 10:00, 633.41, 0.00,  0.44,  3.54,  14.42,  14.42
2023-01-19 11:00, 633.41, 0.00,  0.44,  3.54,  14.42,  14.42
2023-01-19 12:00, 633.41, 0.00,  0.44,  3.54,  14.42,  14.42
2023-01-19 13:00, 633.46, 0.05,  0.49,  3.59,  14.47,  14.47
2023-01-19 14:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 15:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 16:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 17:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 18:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 19:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 20:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 21:00, 633.46, 0.00,  0.49,  3.59,  14.47,  14.47
2023-01-19 22:00, 633.80, 0.34,  0.83,  3.93,  14.81,  14.81
2023-01-19 23:00, 633.80, 0.00,  0.83,  3.93,  14.81,  14.81
2023-01-20 00:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 01:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 02:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 03:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 04:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 05:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 06:00, 633.80, 0.00,  0.00,  3.93,  14.81,  14.81
2023-01-20 07:00, 633.88, 0.08,  0.08,  4.01,  14.89,  14.89
2023-01-20 08:00, 634.09, 0.21,  0.29,  4.22,  15.10,  15.10
2023-01-20 09:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 10:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 11:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 12:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 13:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 14:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 15:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 16:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 17:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 18:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 19:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 20:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 21:00, 634.09, 0.00,  0.29,  4.22,  15.10,  15.10
2023-01-20 22:00, 634.45, 0.36,  0.65,  4.58,  15.46,  15.46
2023-01-20 23:00, 634.53, 0.08,  0.73,  4.66,  15.54,  15.54
2023-01-21 00:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 01:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 02:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 03:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 04:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 05:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 06:00, 634.53, 0.00,  0.00,  4.66,  15.54,  15.54
2023-01-21 07:00, 635.05, 0.52,  0.52,  5.18,  16.06,  16.06
2023-01-21 08:00, 635.28, 0.23,  0.75,  5.41,  16.29,  16.29
2023-01-21 09:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 10:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 11:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 12:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 13:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 14:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 15:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 16:00, 635.28, 0.00,  0.75,  5.41,  16.29,  16.29
2023-01-21 17:00, 635.56, 0.28,  1.03,  5.69,  16.57,  16.57
2023-01-21 18:00, 635.56, 0.00,  1.03,  5.69,  16.57,  16.57
2023-01-21 19:00, 635.56, 0.00,  1.03,  5.69,  16.57,  16.57
2023-01-21 20:00, 635.56, 0.00,  1.03,  5.69,  16.57,  16.57
2023-01-21 21:00, 635.56, 0.00,  1.03,  5.69,  16.57,  16.57
2023-01-21 22:00, 635.75, 0.19,  1.22,  5.88,  16.76,  16.76
2023-01-21 23:00, 635.75, 0.00,  1.22,  5.88,  16.76,  16.76
2023-01-22 00:00, 636.04, 0.29,  0.29,  6.17,  17.05,  17.05
2023-01-22 01:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 02:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 03:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 04:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 05:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 06:00, 636.04, 0.00,  0.29,  6.17,  17.05,  17.05
2023-01-22 07:00, 636.34, 0.30,  0.59,  6.47,  17.35,  17.35
2023-01-22 08:00, 636.56, 0.22,  0.81,  6.69,  17.57,  17.57
2023-01-22 09:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 10:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 11:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 12:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 13:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 14:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 15:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 16:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 17:00, 636.56, 0.00,  0.81,  6.69,  17.57,  17.57
2023-01-22 18:00, 636.78, 0.22,  1.03,  6.91,  17.79,  17.79
2023-01-22 19:00, 636.78, 0.00,  1.03,  6.91,  17.79,  17.79
2023-01-22 20:00, 636.78, 0.00,  1.03,  6.91,  17.79,  17.79
2023-01-22 21:00, 636.78, 0.00,  1.03,  6.91,  17.79,  17.79
2023-01-22 22:00, 637.20, 0.42,  1.45,  7.33,  18.21,  18.21
2023-01-22 23:00, 637.20, 0.00,  1.45,  7.33,  18.21,  18.21
2023-01-23 00:00, 637.20, 0.00,  0.00,  0.00,  18.21,  18.21
2023-01-23 01:00, 637.20, 0.00,  0.00,  0.00,  18.21,  18.21
2023-01-23 02:00, 637.21, 0.01,  0.01,  0.01,  18.22,  18.22
2023-01-23 03:00, 637.21, 0.00,  0.01,  0.01,  18.22,  18.22
2023-01-23 04:00, 637.21, 0.00,  0.01,  0.01,  18.22,  18.22
2023-01-23 05:00, 637.21, 0.00,  0.01,  0.01,  18.22,  18.22
2023-01-23 06:00, 637.22, 0.01,  0.02,  0.02,  18.23,  18.23
2023-01-23 07:00, 637.54, 0.32,  0.34,  0.34,  18.55,  18.55
2023-01-23 08:00, 637.86, 0.32,  0.66,  0.66,  18.87,  18.87
2023-01-23 09:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 10:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 11:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 12:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 13:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 14:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 15:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 16:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 17:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 18:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 19:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 20:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 21:00, 637.86, 0.00,  0.66,  0.66,  18.87,  18.87
2023-01-23 22:00, 638.24, 0.38,  1.04,  1.04,  19.25,  19.25
2023-01-23 23:00, 638.24, 0.00,  1.04,  1.04,  19.25,  19.25
2023-01-24 00:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 01:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 02:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 03:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 04:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 05:00, 638.24, 0.00,  0.00,  1.04,  19.25,  19.25
2023-01-24 06:00, 638.44, 0.20,  0.20,  1.24,  19.45,  19.45
2023-01-24 07:00, 639.02, 0.58,  0.78,  1.82,  20.03,  20.03
2023-01-24 08:00, 639.06, 0.04,  0.82,  1.86,  20.07,  20.07
2023-01-24 09:00, 639.15, 0.09,  0.91,  1.95,  20.16,  20.16
2023-01-24 10:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 11:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 12:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 13:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 14:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 15:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 16:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 17:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 18:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 19:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 20:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 21:00, 639.15, 0.00,  0.91,  1.95,  20.16,  20.16
2023-01-24 22:00, 639.46, 0.31,  1.22,  2.26,  20.47,  20.47
2023-01-24 23:00, 639.46, 0.00,  1.22,  2.26,  20.47,  20.47
2023-01-25 00:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 01:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 02:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 03:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 04:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 05:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 06:00, 639.46, 0.00,  0.00,  2.26,  20.47,  20.47
2023-01-25 07:00, 639.80, 0.34,  0.34,  2.60,  20.81,  20.81
2023-01-25 08:00, 639.80, 0.00,  0.34,  2.60,  20.81,  20.81
2023-01-25 09:00, 640.03, 0.23,  0.57,  2.83,  21.04,  21.04
2023-01-25 10:00, 640.03, 0.00,  0.57,  2.83,  21.04,  21.04
2023-01-25 11:00, 640.10, 0.07,  0.64,  2.90,  21.11,  21.11
2023-01-25 12:00, 640.26, 0.16,  0.80,  3.06,  21.27,  21.27
2023-01-25 13:00, 640.26, 0.00,  0.80,  3.06,  21.27,  21.27
2023-01-25 14:00, 640.26, 0.00,  0.80,  3.06,  21.27,  21.27
2023-01-25 15:00, 640.31, 0.05,  0.85,  3.11,  21.32,  21.32
2023-01-25 16:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 17:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 18:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 19:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 20:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 21:00, 640.31, 0.00,  0.85,  3.11,  21.32,  21.32
2023-01-25 22:00, 640.60, 0.29,  1.14,  3.40,  21.61,  21.61
2023-01-25 23:00, 640.60, 0.00,  1.14,  3.40,  21.61,  21.61
2023-01-26 00:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 01:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 02:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 03:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 04:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 05:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 06:00, 640.60, 0.00,  0.00,  3.40,  21.61,  21.61
2023-01-26 07:00, 640.93, 0.33,  0.33,  3.73,  21.94,  21.94
2023-01-26 08:00, 641.20, 0.27,  0.60,  4.00,  22.21,  22.21
2023-01-26 09:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 10:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 11:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 12:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 13:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 14:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 15:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 16:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 17:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 18:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 19:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 20:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 21:00, 641.20, 0.00,  0.60,  4.00,  22.21,  22.21
2023-01-26 22:00, 641.51, 0.31,  0.91,  4.31,  22.52,  22.52
2023-01-26 23:00, 641.51, 0.00,  0.91,  4.31,  22.52,  22.52
2023-01-27 00:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 01:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 02:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 03:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 04:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 05:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 06:00, 641.51, 0.00,  0.00,  4.31,  22.52,  22.52
2023-01-27 07:00, 641.71, 0.20,  0.20,  4.51,  22.72,  22.72
2023-01-27 08:00, 641.71, 0.00,  0.20,  4.51,  22.72,  22.72
2023-01-27 09:00, 641.90, 0.19,  0.39,  4.70,  22.91,  22.91
2023-01-27 10:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 11:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 12:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 13:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 14:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 15:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 16:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 17:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 18:00, 641.90, 0.00,  0.39,  4.70,  22.91,  22.91
2023-01-27 19:00, 642.01, 0.11,  0.50,  4.81,  23.02,  23.02
2023-01-27 20:00, 642.01, 0.00,  0.50,  4.81,  23.02,  23.02
2023-01-27 21:00, 642.01, 0.00,  0.50,  4.81,  23.02,  23.02
2023-01-27 22:00, 642.01, 0.00,  0.50,  4.81,  23.02,  23.02
2023-01-27 23:00, 642.44, 0.43,  0.93,  5.24,  23.45,  23.45
2023-01-28 00:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 01:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 02:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 03:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 04:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 05:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 06:00, 642.44, 0.00,  0.00,  5.24,  23.45,  23.45
2023-01-28 07:00, 642.71, 0.27,  0.27,  5.51,  23.72,  23.72
2023-01-28 08:00, 642.71, 0.00,  0.27,  5.51,  23.72,  23.72
2023-01-28 09:00, 642.93, 0.22,  0.49,  5.73,  23.94,  23.94
2023-01-28 10:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 11:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 12:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 13:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 14:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 15:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 16:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 17:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 18:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 19:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 20:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 21:00, 642.93, 0.00,  0.49,  5.73,  23.94,  23.94
2023-01-28 22:00, 643.18, 0.25,  0.74,  5.98,  24.19,  24.19
2023-01-28 23:00, 643.25, 0.07,  0.81,  6.05,  24.26,  24.26
2023-01-29 00:00, 643.25, 0.00,  0.00,  6.05,  24.26,  24.26
2023-01-29 01:00, 643.25, 0.00,  0.00,  6.05,  24.26,  24.26
2023-01-29 02:00, 643.26, 0.01,  0.01,  6.06,  24.27,  24.27
2023-01-29 03:00, 643.26, 0.00,  0.01,  6.06,  24.27,  24.27
2023-01-29 04:00, 643.26, 0.00,  0.01,  6.06,  24.27,  24.27
2023-01-29 05:00, 643.26, 0.00,  0.01,  6.06,  24.27,  24.27
2023-01-29 06:00, 643.27, 0.01,  0.02,  6.07,  24.28,  24.28
2023-01-29 07:00, 643.61, 0.34,  0.36,  6.41,  24.62,  24.62
2023-01-29 08:00, 643.90, 0.29,  0.65,  6.70,  24.91,  24.91
2023-01-29 09:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 10:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 11:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 12:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 13:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 14:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 15:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 16:00, 643.90, 0.00,  0.65,  6.70,  24.91,  24.91
2023-01-29 17:00, 644.16, 0.26,  0.91,  6.96,  25.17,  25.17
2023-01-29 18:00, 644.16, 0.00,  0.91,  6.96,  25.17,  25.17
2023-01-29 19:00, 644.16, 0.00,  0.91,  6.96,  25.17,  25.17
2023-01-29 20:00, 644.16, 0.00,  0.91,  6.96,  25.17,  25.17
2023-01-29 21:00, 644.16, 0.00,  0.91,  6.96,  25.17,  25.17
2023-01-29 22:00, 644.32, 0.16,  1.07,  7.12,  25.33,  25.33
2023-01-29 23:00, 644.56, 0.24,  1.31,  7.36,  25.57,  25.57
2023-01-30 00:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 01:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 02:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 03:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 04:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 05:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 06:00, 644.56, 0.00,  0.00,  0.00,  25.57,  25.57
2023-01-30 07:00, 644.79, 0.23,  0.23,  0.23,  25.80,  25.80
2023-01-30 08:00, 645.03, 0.24,  0.47,  0.47,  26.04,  26.04
2023-01-30 09:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 10:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 11:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 12:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 13:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 14:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 15:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 16:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 17:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 18:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 19:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 20:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 21:00, 645.03, 0.00,  0.47,  0.47,  26.04,  26.04
2023-01-30 22:00, 645.40, 0.37,  0.84,  0.84,  26.41,  26.41
2023-01-30 23:00, 645.40, 0.00,  0.84,  0.84,  26.41,  26.41
2023-01-31 00:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 01:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 02:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 03:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 04:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 05:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 06:00, 645.40, 0.00,  0.00,  0.84,  26.41,  26.41
2023-01-31 07:00, 645.62, 0.22,  0.22,  1.06,  26.63,  26.63
2023-01-31 08:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 09:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 10:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 11:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 12:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 13:00, 645.62, 0.00,  0.22,  1.06,  26.63,  26.63
2023-01-31 14:00, 645.69, 0.07,  0.29,  1.13,  26.70,  26.70
